path,source,track_id,duration_sec,num_codebooks,num_frames,sample_rate,frame_rate,bandwidth_kbps,split,stage,exclusion_reason
slakh/train_059.pt,slakh,Track00766,254.2120634920635,32,19066,24000,75,24.0,train,pretrain,
slakh/train_060.pt,slakh,Track00317,302.21931972789116,32,22667,24000,75,24.0,train,pretrain,
slakh/train_061.pt,slakh,Track00638,419.1550113378685,32,31437,24000,75,24.0,train,pretrain,
slakh/train_062.pt,slakh,Track01320,171.01496598639457,32,12827,24000,75,24.0,train,pretrain,
slakh/train_063.pt,slakh,Track01403,184.62185941043083,32,13847,24000,75,24.0,train,pretrain,
slakh/train_064.pt,slakh,Track01223,189.28907029478458,32,14197,24000,75,24.0,train,pretrain,
slakh/train_065.pt,slakh,Track01039,237.05251700680273,32,17779,24000,75,24.0,train,pretrain,
slakh/train_066.pt,slakh,Track01242,142.40798185941043,32,10681,24000,75,24.0,val,pretrain,
slakh/train_067.pt,slakh,Track00533,205.34566893424036,32,15401,24000,75,24.0,train,pretrain,
slakh/train_068.pt,slakh,Track00983,266.59990929705214,32,19995,24000,75,24.0,train,pretrain,
slakh/train_069.pt,slakh,Track00686,308.47709750566895,32,23136,24000,75,24.0,train,pretrain,
slakh/train_070.pt,slakh,Track00548,370.2189569160998,32,27767,24000,75,24.0,train,pretrain,
slakh/train_071.pt,slakh,Track00806,400.88090702947846,32,30067,24000,75,24.0,train,pretrain,
slakh/train_072.pt,slakh,Track00691,184.8540589569161,32,13865,24000,75,24.0,val,pretrain,
slakh/train_073.pt,slakh,Track01003,219.01061224489797,32,16426,24000,75,24.0,train,pretrain,
slakh/train_074.pt,slakh,Track00908,295.50875283446715,32,22164,24000,75,24.0,train,pretrain,
slakh/train_075.pt,slakh,Track00067,253.0742857142857,32,18981,24000,75,24.0,val,pretrain,
slakh/train_076.pt,slakh,Track00187,223.88680272108843,32,16792,24000,75,24.0,train,pretrain,
slakh/train_077.pt,slakh,Track01331,190.84480725623584,32,14314,24000,75,24.0,val,pretrain,
slakh/train_078.pt,slakh,Track00558,237.09895691609978,32,17783,24000,75,24.0,train,pretrain,
slakh/train_079.pt,slakh,Track01197,254.5487528344671,32,19092,24000,75,24.0,train,pretrain,
slakh/train_080.pt,slakh,Track00928,214.7613605442177,32,16108,24000,75,24.0,train,pretrain,
slakh/train_081.pt,slakh,Track00128,462.390566893424,32,34680,24000,75,24.0,train,pretrain,
slakh/train_082.pt,slakh,Track01013,195.442358276644,32,14659,24000,75,24.0,train,pretrain,
slakh/train_083.pt,slakh,Track01309,184.26195011337867,32,13820,24000,75,24.0,train,pretrain,
slakh/train_084.pt,slakh,Track00498,261.45668934240365,32,19610,24000,75,24.0,train,pretrain,
slakh/train_085.pt,slakh,Track00998,357.8427210884354,32,26839,24000,75,24.0,val,pretrain,
slakh/train_086.pt,slakh,Track00003,218.72036281179138,32,16405,24000,75,24.0,train,pretrain,
slakh/train_087.pt,slakh,Track00414,203.0701133786848,32,15231,24000,75,24.0,train,pretrain,
slakh/train_088.pt,slakh,Track00567,241.27854875283447,32,18096,24000,75,24.0,val,pretrain,
slakh/train_089.pt,slakh,Track00002,190.38040816326532,32,14279,24000,75,24.0,train,pretrain,
slakh/train_090.pt,slakh,Track00838,351.60816326530613,32,26371,24000,75,24.0,train,pretrain,
slakh/train_091.pt,slakh,Track01204,246.42176870748298,32,18482,24000,75,24.0,train,pretrain,
slakh/train_092.pt,slakh,Track00722,305.45850340136053,32,22910,24000,75,24.0,train,pretrain,
slakh/train_093.pt,slakh,Track00639,166.08072562358277,32,12457,24000,75,24.0,val,pretrain,
slakh/train_094.pt,slakh,Track01474,231.88607709750568,32,17392,24000,75,24.0,val,pretrain,
slakh/train_095.pt,slakh,Track01064,228.87909297052155,32,17166,24000,75,24.0,train,pretrain,
slakh/train_096.pt,slakh,Track00061,260.1679818594104,32,19513,24000,75,24.0,train,pretrain,
slakh/train_097.pt,slakh,Track01023,226.4409977324263,32,16984,24000,75,24.0,val,pretrain,
slakh/train_098.pt,slakh,Track00007,246.862947845805,32,18515,24000,75,24.0,train,pretrain,
slakh/train_099.pt,slakh,Track00560,274.16961451247164,32,20563,24000,75,24.0,val,pretrain,
slakh/train_100.pt,slakh,Track01021,325.59020408163263,32,24420,24000,75,24.0,train,pretrain,
slakh/train_101.pt,slakh,Track00059,295.96154195011337,32,22198,24000,75,24.0,train,pretrain,
slakh/train_102.pt,slakh,Track00435,255.2801814058957,32,19147,24000,75,24.0,train,pretrain,
slakh/train_103.pt,slakh,Track00352,310.76426303854873,32,23308,24000,75,24.0,train,pretrain,
slakh/train_104.pt,slakh,Track00494,268.89868480725625,32,20168,24000,75,24.0,train,pretrain,
slakh/train_105.pt,slakh,Track01214,271.00009070294783,32,20326,24000,75,24.0,train,pretrain,
slakh/train_106.pt,slakh,Track01044,256.55727891156465,32,19242,24000,75,24.0,val,pretrain,
slakh/train_107.pt,slakh,Track00026,333.63591836734696,32,25023,24000,75,24.0,train,pretrain,
slakh/train_108.pt,slakh,Track00108,232.95419501133787,32,17472,24000,75,24.0,train,pretrain,
slakh/train_109.pt,slakh,Track00631,241.1740589569161,32,18089,24000,75,24.0,train,pretrain,
slakh/train_110.pt,slakh,Track00628,271.5573696145125,32,20367,24000,75,24.0,train,pretrain,
slakh/train_111.pt,slakh,Track01453,228.27537414965985,32,17121,24000,75,24.0,train,pretrain,
slakh/train_112.pt,slakh,Track00891,269.4095238095238,32,20206,24000,75,24.0,train,pretrain,
slakh/train_113.pt,slakh,Track00145,258.33360544217686,32,19376,24000,75,24.0,val,pretrain,
slakh/train_114.pt,slakh,Track00704,176.58775510204083,32,13245,24000,75,24.0,train,pretrain,
slakh/train_115.pt,slakh,Track00250,284.3863945578231,32,21329,24000,75,24.0,train,pretrain,
slakh/train_116.pt,slakh,Track00310,224.0841723356009,32,16807,24000,75,24.0,train,pretrain,
slakh/train_117.pt,slakh,Track01272,266.00780045351473,32,19951,24000,75,24.0,train,pretrain,
slakh/train_118.pt,slakh,Track00409,184.42448979591836,32,13832,24000,75,24.0,train,pretrain,
slakh/train_119.pt,slakh,Track01425,229.72662131519274,32,17230,24000,75,24.0,train,pretrain,
slakh/train_120.pt,slakh,Track01043,282.72616780045354,32,21205,24000,75,24.0,train,pretrain,
slakh/train_121.pt,slakh,Track00887,400.9157369614513,32,30069,24000,75,24.0,train,pretrain,
slakh/train_122.pt,slakh,Track00028,255.338231292517,32,19151,24000,75,24.0,val,pretrain,
slakh/train_123.pt,slakh,Track00780,251.08897959183673,32,18832,24000,75,24.0,train,pretrain,
slakh/train_124.pt,slakh,Track01106,227.1027664399093,32,17033,24000,75,24.0,train,pretrain,
slakh/train_125.pt,slakh,Track00717,298.77115646258505,32,22408,24000,75,24.0,train,pretrain,
slakh/train_126.pt,slakh,Track00464,165.08226757369616,32,12382,24000,75,24.0,train,pretrain,
slakh/train_127.pt,slakh,Track01370,256.1393197278912,32,19211,24000,75,24.0,train,pretrain,
slakh/train_128.pt,slakh,Track00816,271.4877097505669,32,20362,24000,75,24.0,train,pretrain,
slakh/train_129.pt,slakh,Track01466,362.17324263038546,32,27163,24000,75,24.0,train,pretrain,
slakh/train_130.pt,slakh,Track00167,296.00798185941045,32,22201,24000,75,24.0,train,pretrain,
slakh/train_131.pt,slakh,Track00525,235.71736961451248,32,17679,24000,75,24.0,train,pretrain,
slakh/train_132.pt,slakh,Track00221,270.5473015873016,32,20292,24000,75,24.0,train,pretrain,
slakh/train_133.pt,slakh,Track00373,247.8962358276644,32,18593,24000,75,24.0,val,pretrain,
slakh/train_134.pt,slakh,Track00731,604.6708390022676,32,45351,24000,75,24.0,train,pretrain,
slakh/train_135.pt,slakh,Track00574,219.39374149659864,32,16455,24000,75,24.0,train,pretrain,
slakh/train_136.pt,slakh,Track00395,191.51818594104307,32,14364,24000,75,24.0,train,pretrain,
slakh/train_137.pt,slakh,Track00954,170.31836734693877,32,12774,24000,75,24.0,train,pretrain,
slakh/train_138.pt,slakh,Track00361,238.38766439909298,32,17880,24000,75,24.0,train,pretrain,
slakh/train_139.pt,slakh,Track01123,165.0009977324263,32,12376,24000,75,24.0,train,pretrain,
slakh/train_140.pt,slakh,Track00598,261.6192290249433,32,19622,24000,75,24.0,train,pretrain,
slakh/train_141.pt,slakh,Track01263,250.4736507936508,32,18786,24000,75,24.0,train,pretrain,
slakh/train_142.pt,slakh,Track00198,238.45732426303854,32,17885,24000,75,24.0,train,pretrain,
slakh/train_143.pt,slakh,Track00142,227.45106575963717,32,17059,24000,75,24.0,train,pretrain,
slakh/train_144.pt,slakh,Track00071,422.88181405895693,32,31717,24000,75,24.0,train,pretrain,
slakh/train_145.pt,slakh,Track00326,230.1561904761905,32,17262,24000,75,24.0,train,pretrain,
slakh/train_146.pt,slakh,Track01337,241.53396825396825,32,18116,24000,75,24.0,train,pretrain,
slakh/train_147.pt,slakh,Track00402,239.64154195011338,32,17974,24000,75,24.0,train,pretrain,
slakh/train_148.pt,slakh,Track01168,245.0053514739229,32,18376,24000,75,24.0,train,pretrain,
slakh/train_149.pt,slakh,Track00132,277.1765986394558,32,20789,24000,75,24.0,train,pretrain,
slakh/train_150.pt,slakh,Track00151,200.2721088435374,32,15021,24000,75,24.0,train,pretrain,
slakh/train_151.pt,slakh,Track00359,261.45668934240365,32,19610,24000,75,24.0,train,pretrain,
slakh/train_152.pt,slakh,Track00992,280.99628117913835,32,21075,24000,75,24.0,train,pretrain,
slakh/train_153.pt,slakh,Track00278,224.81560090702948,32,16862,24000,75,24.0,train,pretrain,
slakh/train_154.pt,slakh,Track00786,219.61433106575964,32,16472,24000,75,24.0,train,pretrain,
slakh/train_155.pt,slakh,Track00936,299.5258049886621,32,22465,24000,75,24.0,train,pretrain,
slakh/train_156.pt,slakh,Track01276,236.00761904761904,32,17701,24000,75,24.0,train,pretrain,
slakh/train_157.pt,slakh,Track00793,240.96507936507936,32,18073,24000,75,24.0,train,pretrain,
slakh/train_158.pt,slakh,Track00518,200.88743764172335,32,15067,24000,75,24.0,val,pretrain,
slakh/train_159.pt,slakh,Track00795,271.1045804988662,32,20333,24000,75,24.0,val,pretrain,
slakh/train_160.pt,slakh,Track00404,140.6548752834467,32,10550,24000,75,24.0,train,pretrain,
slakh/train_161.pt,slakh,Track00885,237.29632653061225,32,17798,24000,75,24.0,train,pretrain,
slakh/train_162.pt,slakh,Track01086,252.62149659863945,32,18947,24000,75,24.0,val,pretrain,
slakh/train_163.pt,slakh,Track00859,202.01360544217687,32,15152,24000,75,24.0,train,pretrain,
slakh/train_164.pt,slakh,Track00427,258.9953741496599,32,19425,24000,75,24.0,train,pretrain,
slakh/train_165.pt,slakh,Track01380,251.14702947845805,32,18837,24000,75,24.0,train,pretrain,
slakh/train_166.pt,slakh,Track00225,252.87691609977324,32,18966,24000,75,24.0,train,pretrain,
slakh/train_167.pt,slakh,Track00480,242.60208616780045,32,18196,24000,75,24.0,train,pretrain,
slakh/train_168.pt,slakh,Track01271,210.40761904761905,32,15781,24000,75,24.0,train,pretrain,
slakh/train_169.pt,slakh,Track00246,234.7305215419501,32,17605,24000,75,24.0,train,pretrain,
slakh/train_170.pt,slakh,Track01015,201.71174603174603,32,15129,24000,75,24.0,train,pretrain,
slakh/train_171.pt,slakh,Track00259,192.89977324263037,32,14468,24000,75,24.0,train,pretrain,
slakh/train_172.pt,slakh,Track00347,268.89868480725625,32,20168,24000,75,24.0,train,pretrain,
slakh/train_173.pt,slakh,Track01420,213.20562358276644,32,15991,24000,75,24.0,train,pretrain,
slakh/train_174.pt,slakh,Track00204,303.18294784580496,32,22739,24000,75,24.0,train,pretrain,
slakh/train_175.pt,slakh,Track00308,197.88045351473923,32,14842,24000,75,24.0,val,pretrain,
slakh/train_176.pt,slakh,Track01127,307.0142403628118,32,23027,24000,75,24.0,train,pretrain,
slakh/train_177.pt,slakh,Track00093,295.78739229024944,32,22185,24000,75,24.0,train,pretrain,
slakh/train_178.pt,slakh,Track01340,176.7502947845805,32,13257,24000,75,24.0,train,pretrain,
slakh/train_179.pt,slakh,Track01278,255.5936507936508,32,19170,24000,75,24.0,val,pretrain,
slakh/train_180.pt,slakh,Track00335,227.59038548752835,32,17070,24000,75,24.0,train,pretrain,
slakh/train_181.pt,slakh,Track01296,188.38349206349207,32,14129,24000,75,24.0,train,pretrain,
slakh/train_182.pt,slakh,Track01433,191.43691609977324,32,14358,24000,75,24.0,train,pretrain,
slakh/train_183.pt,slakh,Track01216,147.2493424036281,32,11044,24000,75,24.0,train,pretrain,
slakh/train_184.pt,slakh,Track00043,301.49950113378685,32,22613,24000,75,24.0,train,pretrain,
slakh/train_185.pt,slakh,Track01107,251.20507936507937,32,18841,24000,75,24.0,train,pretrain,
slakh/train_186.pt,slakh,Track01428,171.01496598639457,32,12827,24000,75,24.0,train,pretrain,
slakh/train_187.pt,slakh,Track00849,240.33814058956915,32,18026,24000,75,24.0,train,pretrain,
slakh/train_188.pt,slakh,Track01364,261.9443083900227,32,19646,24000,75,24.0,train,pretrain,
slakh/train_189.pt,slakh,Track00550,258.9953741496599,32,19425,24000,75,24.0,train,pretrain,
slakh/train_190.pt,slakh,Track00362,235.27619047619046,32,17646,24000,75,24.0,train,pretrain,
slakh/train_191.pt,slakh,Track01500,287.61396825396827,32,21572,24000,75,24.0,train,pretrain,
slakh/train_192.pt,slakh,Track00502,236.61133786848072,32,17746,24000,75,24.0,train,pretrain,
slakh/train_193.pt,slakh,Track00226,216.6421768707483,32,16249,24000,75,24.0,train,pretrain,
slakh/train_194.pt,slakh,Track00438,182.41596371882085,32,13682,24000,75,24.0,train,pretrain,
slakh/train_195.pt,slakh,Track01268,359.67709750566894,32,26976,24000,75,24.0,train,pretrain,
slakh/train_196.pt,slakh,Track01091,242.17251700680274,32,18163,24000,75,24.0,train,pretrain,
slakh/train_197.pt,slakh,Track00922,253.37614512471654,32,19004,24000,75,24.0,train,pretrain,
slakh/train_198.pt,slakh,Track00070,248.00072562358275,32,18601,24000,75,24.0,val,pretrain,
slakh/train_199.pt,slakh,Track00889,273.65877551020407,32,20525,24000,75,24.0,train,pretrain,
slakh/train_200.pt,slakh,Track00528,210.08253968253968,32,15757,24000,75,24.0,train,pretrain,
slakh/train_201.pt,slakh,Track00372,242.20734693877552,32,18166,24000,75,24.0,val,pretrain,
slakh/train_202.pt,slakh,Track00484,203.33714285714285,32,15251,24000,75,24.0,train,pretrain,
slakh/train_203.pt,slakh,Track01287,230.35356009070296,32,17277,24000,75,24.0,train,pretrain,
slakh/train_204.pt,slakh,Track00937,223.88680272108843,32,16792,24000,75,24.0,train,pretrain,
slakh/train_205.pt,slakh,Track00447,215.69015873015874,32,16177,24000,75,24.0,train,pretrain,
slakh/train_206.pt,slakh,Track01038,254.2120634920635,32,19066,24000,75,24.0,train,pretrain,
slakh/train_207.pt,slakh,Track00234,383.75619047619045,32,28782,24000,75,24.0,train,pretrain,
slakh/train_208.pt,slakh,Track00155,169.00643990929706,32,12676,24000,75,24.0,val,pretrain,
slakh/train_209.pt,slakh,Track00842,209.53687074829932,32,15716,24000,75,24.0,train,pretrain,
slakh/train_210.pt,slakh,Track01406,174.0219501133787,32,13052,24000,75,24.0,train,pretrain,
slakh/train_211.pt,slakh,Track01495,260.31891156462586,32,19524,24000,75,24.0,train,pretrain,
slakh/train_212.pt,slakh,Track00014,274.1812244897959,32,20564,24000,75,24.0,train,pretrain,
slakh/train_213.pt,slakh,Track01269,247.06031746031746,32,18530,24000,75,24.0,val,pretrain,
slakh/train_214.pt,slakh,Track01012,174.56761904761905,32,13093,24000,75,24.0,train,pretrain,
slakh/train_215.pt,slakh,Track00809,245.0053514739229,32,18376,24000,75,24.0,train,pretrain,
slakh/train_216.pt,slakh,Track00643,314.60716553287983,32,23596,24000,75,24.0,train,pretrain,
slakh/train_217.pt,slakh,Track00575,231.88607709750568,32,17392,24000,75,24.0,train,pretrain,
slakh/train_218.pt,slakh,Track01361,446.9260770975057,32,33520,24000,75,24.0,train,pretrain,
slakh/train_219.pt,slakh,Track00944,296.72780045351476,32,22255,24000,75,24.0,train,pretrain,
slakh/train_220.pt,slakh,Track01194,216.03845804988663,32,16203,24000,75,24.0,val,pretrain,
slakh/train_221.pt,slakh,Track01486,237.1802267573696,32,17789,24000,75,24.0,train,pretrain,
slakh/train_222.pt,slakh,Track00610,300.18757369614514,32,22515,24000,75,24.0,train,pretrain,
slakh/train_223.pt,slakh,Track01363,188.38349206349207,32,14129,24000,75,24.0,val,pretrain,
slakh/train_224.pt,slakh,Track00412,269.5720634920635,32,20218,24000,75,24.0,train,pretrain,
slakh/train_225.pt,slakh,Track00444,339.18548752834465,32,25439,24000,75,24.0,train,pretrain,
slakh/train_226.pt,slakh,Track00358,57.56226757369615,32,4318,24000,75,24.0,train,pretrain,
slakh/train_227.pt,slakh,Track00534,170.79437641723356,32,12810,24000,75,24.0,train,pretrain,
slakh/train_228.pt,slakh,Track00728,198.18231292517007,32,14864,24000,75,24.0,val,pretrain,
slakh/train_229.pt,slakh,Track01330,156.47927437641724,32,11736,24000,75,24.0,train,pretrain,
slakh/train_230.pt,slakh,Track00856,249.56807256235828,32,18718,24000,75,24.0,train,pretrain,
slakh/train_231.pt,slakh,Track00490,266.91337868480724,32,20019,24000,75,24.0,train,pretrain,
slakh/train_232.pt,slakh,Track00958,299.212335600907,32,22441,24000,75,24.0,train,pretrain,
slakh/train_233.pt,slakh,Track00063,176.32072562358277,32,13225,24000,75,24.0,train,pretrain,
slakh/train_234.pt,slakh,Track01241,344.0965079365079,32,25808,24000,75,24.0,train,pretrain,
slakh/train_235.pt,slakh,Track00770,273.1827664399093,32,20489,24000,75,24.0,train,pretrain,
slakh/train_236.pt,slakh,Track00284,340.13750566893424,32,25511,24000,75,24.0,train,pretrain,
slakh/train_237.pt,slakh,Track00676,207.29614512471656,32,15548,24000,75,24.0,train,pretrain,
slakh/train_238.pt,slakh,Track00843,268.887074829932,32,20167,24000,75,24.0,train,pretrain,
slakh/train_239.pt,slakh,Track00738,252.27319727891157,32,18921,24000,75,24.0,train,pretrain,
slakh/train_240.pt,slakh,Track00815,215.94557823129253,32,16196,24000,75,24.0,train,pretrain,
slakh/train_241.pt,slakh,Track00595,283.19056689342403,32,21240,24000,75,24.0,train,pretrain,
slakh/train_242.pt,slakh,Track01089,214.90068027210884,32,16118,24000,75,24.0,train,pretrain,
slakh/train_243.pt,slakh,Track01333,134.69895691609977,32,10103,24000,75,24.0,val,pretrain,
slakh/train_244.pt,slakh,Track01222,280.69442176870746,32,21053,24000,75,24.0,train,pretrain,
slakh/train_245.pt,slakh,Track01310,205.020589569161,32,15377,24000,75,24.0,val,pretrain,
slakh/train_246.pt,slakh,Track01072,368.90702947845807,32,27669,24000,75,24.0,train,pretrain,
slakh/train_247.pt,slakh,Track00218,264.59138321995465,32,19845,24000,75,24.0,val,pretrain,
slakh/train_248.pt,slakh,Track01175,257.7298866213152,32,19330,24000,75,24.0,train,pretrain,
slakh/train_249.pt,slakh,Track00237,221.00752834467121,32,16576,24000,75,24.0,train,pretrain,
slakh/train_250.pt,slakh,Track01055,319.4485260770975,32,23959,24000,75,24.0,train,pretrain,
slakh/train_251.pt,slakh,Track01392,266.7160090702948,32,20004,24000,75,24.0,train,pretrain,
slakh/train_252.pt,slakh,Track00659,161.15809523809523,32,12087,24000,75,24.0,train,pretrain,
slakh/train_253.pt,slakh,Track00140,205.020589569161,32,15377,24000,75,24.0,train,pretrain,
slakh/train_254.pt,slakh,Track01377,242.3698866213152,32,18178,24000,75,24.0,train,pretrain,
slakh/train_255.pt,slakh,Track00505,232.59428571428572,32,17445,24000,75,24.0,train,pretrain,
slakh/train_256.pt,slakh,Track00272,218.3372335600907,32,16376,24000,75,24.0,train,pretrain,
slakh/train_257.pt,slakh,Track00540,187.23410430839002,32,14043,24000,75,24.0,train,pretrain,
slakh/train_258.pt,slakh,Track00823,250.61297052154194,32,18796,24000,75,24.0,train,pretrain,
slakh/train_259.pt,slakh,Track00158,281.00789115646256,32,21076,24000,75,24.0,train,pretrain,
slakh/train_260.pt,slakh,Track00102,317.95083900226757,32,23847,24000,75,24.0,train,pretrain,
slakh/train_261.pt,slakh,Track01122,269.4095238095238,32,20206,24000,75,24.0,train,pretrain,
slakh/train_262.pt,slakh,Track00596,249.61451247165533,32,18722,24000,75,24.0,val,pretrain,
slakh/train_263.pt,slakh,Track00451,268.89868480725625,32,20168,24000,75,24.0,train,pretrain,
slakh/train_264.pt,slakh,Track00460,266.76244897959185,32,20008,24000,75,24.0,train,pretrain,
slakh/train_265.pt,slakh,Track00652,233.59274376417233,32,17520,24000,75,24.0,train,pretrain,
slakh/train_266.pt,slakh,Track00761,206.6459863945578,32,15499,24000,75,24.0,train,pretrain,
slakh/train_267.pt,slakh,Track00514,231.27074829931973,32,17346,24000,75,24.0,train,pretrain,
slakh/train_268.pt,slakh,Track00921,226.90539682539682,32,17018,24000,75,24.0,train,pretrain,
slakh/train_269.pt,slakh,Track01335,222.57487528344672,32,16694,24000,75,24.0,train,pretrain,
slakh/train_270.pt,slakh,Track00939,446.9260770975057,32,33520,24000,75,24.0,train,pretrain,
slakh/train_271.pt,slakh,Track01181,213.46104308390022,32,16010,24000,75,24.0,val,pretrain,
slakh/train_272.pt,slakh,Track00794,268.89868480725625,32,20168,24000,75,24.0,train,pretrain,
slakh/train_273.pt,slakh,Track00068,301.00027210884355,32,22576,24000,75,24.0,train,pretrain,
slakh/train_274.pt,slakh,Track00300,384.33668934240364,32,28826,24000,75,24.0,train,pretrain,
slakh/train_275.pt,slakh,Track01354,212.45097505668934,32,15934,24000,75,24.0,train,pretrain,
slakh/train_276.pt,slakh,Track00569,252.55183673469386,32,18942,24000,75,24.0,train,pretrain,
